store_id,uptime_last_hour(minutes),uptime_last_day(hours),uptime_last_week(hours),downtime_last_hour(minutes),downtime_last_day(hours),downtime_last_week(hours)
5631841752214948847,57.15,8.29,59.20,2.85,0.71,3.8
6311548504621571748,60.0,24.00,168.00,0.0,0.0,0.0
2654158616835689898,60.0,4.25,69.08,0.0,0.25,1.42
3672540572839780787,55.730000000000004,11.18,80.76,4.27,0.82,3.24
5978841209138556481,57.13,14.60,101.44,2.87,0.88,3.96
1983636138195201401,60.0,13.25,88.75,0.0,0.0,0.0
1783921194306344730,57.13,11.54,82.20,2.87,0.46,1.8
5582190066166167535,60.0,7.00,47.00,0.0,0.0,0.0
2139547710804371134,60.0,11.00,90.00,0.0,0.0,0.0
459075411080797603,57.13,22.04,158.87,2.87,1.96,9.13
1789045215640796557,60.0,14.50,101.50,0.0,0.0,0.0
3842478918515059037,55.93,11.18,80.77,4.07,0.82,3.23
7518661241263595294,57.13,22.04,158.97,2.87,1.96,9.03
958870763660233010,57.12,22.04,158.87,2.88,1.96,9.13
4334721460614182508,60.0,23.92,167.42,0.0,0.0,0.0
4235754094471379434,57.12,15.95,102.87,2.88,1.05,5.13
7575377953579535994,60.0,10.00,66.00,0.0,0.0,0.0
2252311616296972219,60.0,10.00,66.00,0.0,0.0,0.0
7185862349523070229,57.12,8.04,60.70,2.88,0.46,1.8
3682797204677259305,57.12,9.87,72.87,2.88,0.63,2.63
3050709901572905133,55.78,13.85,100.01,4.22,1.15,4.99
2078505031626271394,60.0,7.00,47.00,0.0,0.0,0.0
1587477617198682096,60.0,10.00,70.00,0.0,0.0,0.0
5112156903715049807,60.0,9.73,66.13,0.0,0.0,0.0
2720338911902135987,60.0,12.50,95.00,0.0,0.0,0.0
2006992303609636182,60.0,24.00,168.00,0.0,0.0,0.0
4323093833613948569,60.0,10.50,79.00,0.0,0.0,0.0
4245142334790537370,60.0,4.50,31.50,0.0,0.0,0.0
2977747826884855299,60.0,13.25,88.75,0.0,0.0,0.0
465169154671904148,60.0,6.00,42.00,0.0,0.0,0.0
6889880094858913757,60.0,10.75,80.25,0.0,0.0,0.0
8494749731668571682,60.0,5.50,50.50,0.0,0.0,0.0
1772664472704591550,55.8,11.51,82.18,4.2,0.49,1.82
3410346038450972804,57.08,11.28,80.87,2.92,0.72,3.13
6505640203025647555,57.08,17.12,121.95,2.92,0.88,4.05
815627275967566024,60.0,9.75,69.25,0.0,0.0,0.0
7103249743888768279,60.0,10.25,58.67,0.0,0.0,0.08
5334891906058921578,60.0,7.50,67.00,0.0,0.0,0.0
2956147758621014616,57.07,11.53,82.20,2.93,0.47,1.8
3351026977791093583,60.0,11.25,91.50,0.0,0.0,0.0
3867605878256122958,60.0,11.50,76.50,0.0,0.0,0.0
1786557112058864749,60.0,6.50,65.00,0.0,0.0,0.0
5017903408473168479,55.68,11.18,80.76,4.32,0.82,3.24
6687246768983313126,57.05,11.53,82.28,2.95,0.47,1.72
4986081097183220101,57.05,22.03,158.87,2.95,1.97,9.13
930684185847330773,60.0,14.50,97.50,0.0,0.0,0.0
5456822951155536758,57.05,12.78,101.95,2.95,0.72,3.05
5844006645441408394,57.05,8.53,75.62,2.95,0.47,2.38
6657710835072230067,60.0,9.00,78.00,0.0,0.0,0.0
8804804544092669333,60.0,10.50,79.00,0.0,0.0,0.0
5557457216410673170,60.0,12.00,84.00,0.0,0.0,0.0
962588985555254586,60.0,11.00,77.00,0.0,0.0,0.0
5216380531013915866,57.03,22.03,158.96,2.97,1.97,9.04
8450340962939642357,57.02,11.53,82.20,2.98,0.47,1.8
5041348133900484280,55.68,11.18,80.76,4.32,0.82,3.24
4341690153303153971,60.0,17.00,108.00,0.0,0.0,0.0
6511441932735915963,60.0,15.48,105.40,0.0,0.0,0.0
1845099205112453545,55.82,11.18,80.76,4.18,0.82,3.24
6911306945187502945,60.0,7.00,70.00,0.0,0.0,0.0
5827784182741777130,60.0,24.00,168.00,0.0,0.0,0.0
3297005821508605709,60.0,10.00,70.00,0.0,0.0,0.0
6893015220221959662,60.0,9.25,64.75,0.0,0.0,0.0
1513889428689248415,60.0,16.50,113.50,0.0,0.0,0.0
2413477247077499670,60.0,15.48,105.40,0.0,0.0,0.0
7820718941537355741,60.0,22.50,157.00,0.0,0.0,0.0
7824994068141472546,57.0,22.03,82.70,3.0,1.97,4.3
6744830375222798375,60.0,23.98,167.88,0.0,0.0,0.0
2605955502128823279,56.98,22.03,158.93,3.02,1.97,9.07
5021933533804865514,60.0,15.00,105.00,0.0,0.0,0.0
519016936646593281,60.0,12.00,88.45,0.0,0.0,0.0
7613374911564844408,60.0,15.00,105.00,0.0,0.0,0.0
6025522370145313351,55.57,11.18,80.93,4.43,0.82,3.07
4538900433075777630,60.0,11.00,77.00,0.0,0.0,0.0
5140373796860720204,60.0,9.50,68.50,0.0,0.0,0.0
8719152700354574383,55.5,11.26,80.84,4.5,0.74,3.16
7494806714241313285,56.97,11.28,80.95,3.03,0.72,3.05
8898473761647557193,56.97,11.28,80.97,3.03,0.72,3.03
3426574863187655819,60.0,24.00,168.00,0.0,0.0,0.0
8720357761989598898,56.97,9.20,67.20,3.03,0.55,2.05
6628144785915632941,60.0,16.00,110.00,0.0,0.0,0.0
8356740298743320957,60.0,18.75,133.25,0.0,0.0,0.0
8222202311465029229,60.0,11.00,75.00,0.0,0.0,0.0
9075030208456793690,60.0,24.00,168.00,0.0,0.0,0.0
2215773843009654110,60.0,7.00,100.00,0.0,0.0,0.0
1862561595687377423,56.97,11.37,80.95,3.03,0.63,3.05
6991267735937352223,55.43,11.22,80.81,4.57,0.78,3.19
456439152727050046,60.0,10.75,88.00,0.0,0.0,0.0
3120847115210945766,60.0,9.00,63.00,0.0,0.0,0.0
4470467676763425540,56.95,9.28,66.87,3.05,0.72,3.13
1296917469326826728,60.0,9.73,85.18,0.0,0.0,0.0
8005051808216076694,56.95,11.28,80.87,3.05,0.72,3.13
3570313972097068018,56.95,9.20,67.20,3.05,0.55,2.05
3521578168809941586,60.0,13.25,88.75,0.0,0.0,0.0
2720596710247570595,55.57,11.18,80.76,4.43,0.82,3.24
6881156511093121989,56.93,8.28,59.78,3.07,0.72,3.22
2445086176831037226,60.0,10.50,71.50,0.0,0.0,0.0
8284894206324233661,60.0,18.00,126.00,0.0,0.0,0.0
4479512627338952485,60.0,18.00,126.00,0.0,0.0,0.0
2454029148522845822,60.0,8.00,88.00,0.0,0.0,0.0
2629448496092483341,56.93,9.53,71.28,3.07,0.47,1.72
6646766412481580613,60.0,9.50,67.50,0.0,0.0,0.0
1801034628435451207,55.55,7.59,66.34,4.45,0.41,2.16
2534461477512391215,60.0,24.00,168.00,0.0,0.0,0.0
4685032585830172269,55.55,11.18,80.84,4.45,0.82,3.16
5643274702783957132,60.0,14.50,101.50,0.0,0.0,0.0
6124749989154341246,60.0,12.00,84.00,0.0,0.0,0.0
5893285147815581131,60.0,15.00,105.00,0.0,0.0,0.0
9055589714910412631,55.35,21.92,158.83,4.65,2.08,9.17
2792853325861641382,60.0,9.50,66.50,0.0,0.0,0.0
8232267027750604795,60.0,18.00,126.00,0.0,0.0,0.0
4511899385475207994,60.0,24.00,168.00,0.0,0.0,0.0
6689038248833401652,60.0,13.50,88.50,0.0,0.0,0.0
2008206457875066270,60.0,11.00,77.00,0.0,0.0,0.0
4788409423290540708,60.0,12.50,87.50,0.0,0.0,0.0
6110903620095748126,56.9,11.28,80.95,3.1,0.72,3.05
554142261771605671,56.9,22.03,164.78,3.1,1.97,3.22
6130331938228955870,60.0,14.50,101.50,0.0,0.0,0.0
522311278761357634,60.0,18.00,126.00,0.0,0.0,0.0
7433098523399238213,56.88,11.28,80.95,3.12,0.72,3.05
413619203222352876,56.88,9.53,70.78,3.12,0.72,2.97
2920647941726115816,60.0,9.75,63.25,0.0,0.0,0.0
590843890890025127,56.88,11.36,81.36,3.12,0.64,2.64
2618480388897455703,55.55,6.34,49.68,4.45,0.66,2.32
1521693657990438534,60.0,10.50,73.50,0.0,0.0,0.0
3761370781058874495,56.88,9.36,57.36,3.12,0.64,2.64
8560967508200342880,60.0,10.00,71.00,0.0,0.0,0.0
7107629672848489940,60.0,10.00,70.00,0.0,0.0,0.0
6325357993783721137,60.0,9.00,63.00,0.0,0.0,0.0
2594558492853346144,55.3,11.17,80.75,4.7,0.83,3.25
3412174378523973497,56.87,11.36,81.36,3.13,0.64,2.64
3560769691444709193,60.0,14.50,101.50,0.0,0.0,0.0
8735938063673783383,55.35,11.51,82.17,4.65,0.49,1.83
3928309158290768106,60.0,7.00,49.00,0.0,0.0,0.0
2027209964346458699,56.85,11.36,81.36,3.15,0.64,2.64
6671072435420131454,60.0,24.00,168.00,0.0,0.0,0.0
8034869090286904996,56.85,15.53,111.28,3.15,0.97,4.22
5873509407887976082,60.0,11.00,73.00,0.0,0.0,0.0
749937545187845871,56.85,12.86,92.58,3.15,1.14,5.42
8253223152004685969,60.0,10.25,74.00,0.0,0.0,0.0
5939471752016944690,56.85,9.36,57.36,3.15,0.64,2.64
8472764318630706588,60.0,4.25,69.08,0.0,0.25,1.42
4465184548745789760,60.0,12.00,86.00,0.0,0.0,0.0
836466127358265431,60.0,8.50,75.00,0.0,0.0,0.0
925089065393640594,60.0,12.00,83.50,0.0,0.0,0.5
1474571651420035343,60.0,24.00,168.00,0.0,0.0,0.0
2023790195322201450,56.82,22.03,158.97,3.18,1.97,9.03
8247157395667231302,55.58,11.18,80.76,4.42,0.82,3.24
1541778084164059840,60.0,9.50,81.00,0.0,0.0,0.0
3580674256572391899,56.82,8.95,68.28,3.18,0.55,2.22
1240361266951473929,56.82,9.78,86.28,3.18,0.72,3.72
5190577744787977000,56.82,12.70,89.03,3.18,0.8,3.47
235721186065263803,56.82,11.53,82.20,3.18,0.47,1.8
6693835398675714278,55.47,11.26,81.26,4.53,0.74,2.74
7025508034998115071,60.0,7.50,67.50,0.0,0.0,0.0
7472779155913246382,56.8,22.11,164.86,3.2,1.89,3.14
6940540018798548686,60.0,5.92,65.33,0.0,0.58,3.67
9053261816550601514,56.8,10.28,76.86,3.2,0.72,3.14
1781064186207301852,60.0,12.00,84.00,0.0,0.0,0.0
1156949324820848809,56.8,6.45,51.70,3.2,0.55,2.3
9191089756415706747,60.0,12.50,87.50,0.0,0.0,0.0
5826096573667005199,60.0,10.25,74.00,0.0,0.0,0.0
1000400335282361328,55.38,21.92,158.86,4.62,2.08,9.14
3856185163130201150,55.15,11.17,80.75,4.85,0.83,3.25
2341319284656195620,52.47,11.21,82.76,7.53,0.79,3.21
4469658261093288852,60.0,23.50,164.50,0.0,0.0,0.0
7223258670951219118,60.0,11.75,95.93,0.0,0.0,0.0
3328675572899585110,60.0,11.75,95.93,0.0,0.0,0.0
6967091100775569871,56.78,22.03,158.88,3.22,1.97,9.12
4375266993213742581,56.77,22.03,159.01,3.23,1.97,8.99
887677403014442528,56.77,10.11,77.70,3.23,0.64,2.55
3541127648447319561,60.0,24.00,168.00,0.0,0.0,0.0
7465993878304779967,60.0,9.50,65.50,0.0,0.0,0.0
6929197680265052642,60.0,18.75,133.25,0.0,0.0,0.0
8035280169345798022,60.0,12.00,86.00,0.0,0.0,0.0
8415989057721047435,56.77,11.28,80.95,3.23,0.72,3.05
1758856469274535983,60.0,11.00,77.00,0.0,0.0,0.0
3268587436830885310,60.0,9.00,63.00,0.0,0.0,0.0
2997830785070709293,60.0,13.00,87.00,0.0,0.0,0.0
6555620262179075061,60.0,4.92,34.58,0.0,0.08,0.42
5610661386476767341,60.0,9.50,66.50,0.0,0.0,0.0
3410921715720693295,60.0,13.50,94.50,0.0,0.0,0.0
2692810265197485558,60.0,24.00,160.50,0.0,0.0,0.0
2501562347426684945,56.75,9.78,83.28,3.25,0.72,3.72
5026028537056215134,60.0,24.00,160.50,0.0,0.0,0.0
6918961832133611179,56.75,11.53,82.20,3.25,0.47,1.8
8722530629876555495,60.0,12.00,86.00,0.0,0.0,0.0
2681507616267277540,56.75,11.53,82.20,3.25,0.47,1.8
3831995292718397983,56.73,11.53,82.28,3.27,0.47,1.72
7437594606745497003,60.0,10.00,85.00,0.0,0.0,0.0
2379632453898562933,60.0,8.25,90.42,0.0,0.0,0.0
1670544066363019946,60.0,10.75,88.00,0.0,0.0,0.0
8608480081722569382,60.0,18.00,126.00,0.0,0.0,0.0
4711310771406227253,60.0,18.00,126.00,0.0,0.0,0.0
1039561743854937175,60.0,15.00,107.00,0.0,0.0,0.0
122815034483791934,55.18,11.50,82.17,4.82,0.5,1.83
9194440305516118811,56.73,10.70,76.95,3.27,0.8,3.55
8974260325261547099,60.0,10.92,90.50,0.0,0.0,0.0
6359778271200329463,56.72,8.95,68.36,3.28,0.55,2.14
8544345441134646979,60.0,10.25,74.00,0.0,0.0,0.0
9035602863095479908,60.0,9.50,85.00,0.0,0.0,0.0
3660284804679907562,56.72,8.45,60.78,3.28,0.55,2.22
39139704393055725,56.72,11.28,80.95,3.28,0.72,3.05
6186005079598838259,60.0,11.50,92.42,0.0,0.0,0.58
398470402898922312,60.0,8.08,61.08,0.0,0.42,1.42
3446058003664068892,60.0,9.50,81.00,0.0,0.0,0.0
8747531976392225640,60.0,8.50,59.50,0.0,0.0,0.0
5763852753260532221,60.0,11.50,92.42,0.0,0.0,0.58
8245251790024302486,56.7,8.53,61.20,3.3,0.72,3.05
4038314618594925786,56.7,13.67,100.41,3.3,0.81,3.97
8683258809640363864,51.7,11.22,80.88,8.3,0.78,3.12
5366072592790137092,55.230000000000004,11.59,95.39,4.77,0.66,3.33
2968757472314064027,60.0,10.00,68.00,0.0,0.0,0.0
8318429996421536683,56.7,22.03,158.86,3.3,1.97,9.14
1552357708124022142,60.0,10.50,73.50,0.0,0.0,0.0
892812251689642638,60.0,9.73,68.13,0.0,0.0,0.0
1725712037148606324,60.0,13.25,88.75,0.0,0.0,0.0
7509740124230812327,60.0,24.00,168.00,0.0,0.0,0.0
8077514348060020759,55.28,21.92,82.59,4.72,2.08,4.41
7342128109983022807,60.0,6.00,60.00,0.0,0.0,0.0
6188819499373210409,60.0,10.25,74.00,0.0,0.0,0.0
1745015137805981449,60.0,10.50,73.50,0.0,0.0,0.0
1249639171890669522,60.0,5.98,42.13,0.0,0.5,3.25
4764286641758372430,54.92,11.50,82.17,5.08,0.5,1.83
9155966975730184331,55.2,11.50,82.25,4.8,0.5,1.75
2950853074842260567,55.25,11.50,82.17,4.75,0.5,1.83
936798983544579580,56.65,5.53,39.94,3.35,0.47,2.06
5951286988661323735,60.0,24.00,168.00,0.0,0.0,0.0
5637359484422798898,60.0,14.50,101.50,0.0,0.0,0.0
8056279986154325992,60.0,11.75,90.73,0.0,0.0,0.0
2816949564197140528,60.0,16.00,112.00,0.0,0.0,0.0
7403982517331692560,60.0,24.00,168.00,0.0,0.0,0.0
2980961008473659402,56.63,9.11,65.69,3.37,0.64,2.56
2253205164144065311,56.63,11.28,80.86,3.37,0.72,3.14
4121000393363877461,56.63,22.03,69.44,3.37,1.97,3.56
778738606367715366,56.63,10.94,81.69,3.37,0.81,3.56
158406589678859173,55.12,11.25,81.25,4.88,0.75,2.75
5014406725972254634,60.0,9.75,80.00,0.0,0.0,0.0
6622519603662917996,60.0,24.00,168.00,0.0,0.0,0.0
1613468943991615874,56.6,10.94,81.69,3.4,0.81,3.56
3476297652413330731,60.0,10.00,70.00,0.0,0.0,0.0
8971898130329485838,60.0,10.00,74.00,0.0,0.0,0.0
6427687325821063353,55.15,11.17,80.84,4.85,0.83,3.16
6179882527856209603,56.58,10.53,69.28,3.42,0.97,4.22
8926338886802512220,60.0,17.48,122.38,0.0,0.0,0.0
2861992142511990114,55.13,11.17,80.87,4.87,0.83,3.13
3551223268508178731,60.0,12.50,83.50,0.0,0.0,0.0
5333639956568317773,60.0,17.00,111.00,0.0,0.0,0.0
3553588654995704133,56.58,9.28,68.86,3.42,0.72,3.14
4380952809306247671,56.58,11.28,80.86,3.42,0.72,3.14
6370420896915087109,54.9,21.92,158.75,5.1,2.08,9.25
8207758013351082541,60.0,9.00,78.00,0.0,0.0,0.0
1186140560025319332,60.0,13.50,91.58,0.0,0.0,0.92
6767755065226857745,60.0,9.75,118.50,0.0,0.0,0.0
4239156448240495651,60.0,11.50,92.00,0.0,0.0,0.0
2753670559008137952,56.57,10.03,72.69,3.43,0.72,3.06
533824379438087976,56.57,7.53,87.20,3.43,0.72,3.22
6240774843076437601,56.57,9.86,72.53,3.43,0.64,2.47
1929770513696170371,60.0,11.50,80.50,0.0,0.0,0.0
5490701554747391870,60.0,24.00,160.50,0.0,0.0,0.0
2526917399927191514,55.42,10.17,86.17,4.58,0.83,3.83
106468360682739586,60.0,9.00,63.00,0.0,0.0,0.0
6233529908115371069,56.55,9.94,71.78,3.45,0.81,3.47
2686432193944331916,56.55,22.03,158.86,3.45,1.97,9.14
5034401267727888151,60.0,24.00,160.50,0.0,0.0,0.0
2630360022847622446,60.0,10.00,70.00,0.0,0.0,0.0
785273187025900021,60.0,10.75,88.00,0.0,0.0,0.0
2578577599122607800,60.0,8.00,73.50,0.0,0.0,0.0
2255721040119364856,60.0,11.50,80.50,0.0,0.0,0.0
6463380876787213031,56.53,11.53,82.28,3.47,0.47,1.72
2517171193313212930,60.0,10.75,88.50,0.0,0.0,0.0
1841819220122241606,56.53,8.36,69.61,3.47,0.39,1.89
8116362978308681852,56.53,14.75,105.05,3.47,0.72,3.22
8695003945867914436,56.53,9.94,71.69,3.47,0.81,3.56
5930701051462602910,60.0,9.75,58.50,0.0,0.0,0.0
2909549759300318963,56.53,22.03,158.82,3.47,1.97,9.18
3498075361737969647,60.0,7.75,64.00,0.0,0.0,0.0
4646074447605657924,60.0,13.00,91.00,0.0,0.0,0.0
309081616338296,60.0,24.00,160.50,0.0,0.0,0.0
1278938438811924625,56.52,11.28,80.94,3.48,0.72,3.06
2576384357858177509,60.0,23.92,167.42,0.0,0.0,0.0
4740534269615446483,56.52,9.44,67.86,3.48,0.56,2.14
1174555897733980976,55.12,11.17,80.75,4.88,0.83,3.25
5197083146746270726,56.52,22.03,158.86,3.48,1.97,9.14
7612500326052261438,60.0,10.00,84.00,0.0,0.0,0.0
660421086230881629,56.52,22.03,158.89,3.48,1.97,9.11
5747892397068763655,56.52,9.17,64.49,3.48,0.56,1.64
1722623926883381323,60.0,24.00,168.00,0.0,0.0,0.0
5772395595102768378,60.0,13.00,84.00,0.0,0.0,0.0
6395118195901933647,60.0,10.00,67.00,0.0,0.0,0.0
5384075252216767747,60.0,8.50,75.00,0.0,0.0,0.0
4336560822635846731,60.0,14.00,97.00,0.0,0.0,0.0
7895892371378217901,60.0,10.00,70.00,0.0,0.0,0.0
6825124617474774955,56.5,6.86,49.69,3.5,0.64,2.81
6047371834233108592,60.0,10.50,89.00,0.0,0.0,0.0
5586914578188229160,56.5,11.53,82.27,3.5,0.47,1.73
4164786324368398402,60.0,16.00,116.00,0.0,0.0,0.0
8989592931482256489,56.5,7.78,71.19,3.5,0.72,3.81
4160277099587322542,54.980000000000004,11.50,82.25,5.02,0.5,1.75
8976604089487432618,56.5,6.86,49.61,3.5,0.64,2.89
5987316144980062920,56.48,11.27,80.86,3.52,0.73,3.14
8928573732354954518,60.0,9.50,68.50,0.0,0.0,0.0
1342859910287268882,56.48,7.03,81.52,3.52,0.64,4.81
1869238669889378147,56.48,9.36,75.19,3.52,0.64,2.81
7783408010083706048,60.0,13.50,91.50,0.0,0.0,1.0
801098314922068380,60.0,14.00,98.00,0.0,0.0,0.0
4913959739000535695,60.0,24.00,146.40,0.0,0.0,0.0
5436965246696688173,56.48,8.44,60.77,3.52,0.56,2.23
7037281316468280772,60.0,10.50,74.67,0.0,0.5,2.33
2389141165525152728,60.0,17.00,119.00,0.0,0.0,0.0
3625393257159581463,56.47,9.19,79.27,3.53,0.81,4.73
2341615945830070316,60.0,24.00,168.00,0.0,0.0,0.0
2978695913123948024,56.47,8.44,61.19,3.53,0.56,1.81
1947470934781881773,60.0,10.00,84.00,0.0,0.0,0.0
3637796463322939679,54.7,11.16,80.83,5.3,0.84,3.17
2749037103784818563,56.47,22.02,158.86,3.53,1.98,9.14
7097484417320087802,60.0,11.00,77.00,0.0,0.0,0.0
2957662493048070470,60.0,13.00,93.00,0.0,0.0,0.0
5003030606485636362,54.980000000000004,11.17,80.75,5.02,0.83,3.25
3990380143933559712,55.0,11.17,80.75,5.0,0.83,3.25
2494378892841232626,60.0,10.00,68.00,0.0,0.0,0.0
8885536830552592015,56.45,14.75,105.82,3.55,0.98,4.31
6343940791149527184,60.0,9.73,68.13,0.0,0.0,0.0
6042547964020360785,54.9,10.33,86.17,5.1,0.67,2.83
9042558869370554946,60.0,8.00,84.50,0.0,0.0,0.0
132827610670114440,60.0,13.00,93.00,0.0,0.0,0.0
4194698520841509551,54.9,11.50,82.17,5.1,0.5,1.83
3420686314309792877,54.93,11.17,80.75,5.07,0.83,3.25
5271540455785526918,56.43,11.44,82.27,3.57,0.56,1.73
8524546709870877191,56.43,8.52,61.77,3.57,0.48,1.73
2003906579674884300,60.0,5.00,56.00,0.0,0.0,0.0
372637290007100155,54.88,11.16,80.75,5.12,0.84,3.25
6611611742761405755,56.42,14.69,102.23,3.58,0.81,3.77
2543587898066870083,60.0,8.00,72.00,0.0,0.0,0.0
8726645090274973766,60.0,15.73,110.13,0.0,0.0,0.0
1465888218572925172,56.42,8.17,100.04,3.58,0.56,5.89
3511420426444015974,56.42,11.27,80.86,3.58,0.73,3.14
8496299046890675668,54.9,11.25,81.25,5.1,0.75,2.75
2363254475684778152,60.0,12.50,89.47,0.0,0.0,0.0
896474919451553919,52.22,13.75,100.76,7.78,1.25,4.24
1916888416391571594,52.22,16.47,119.74,7.78,1.53,6.26
7856199728970963942,56.38,9.36,67.36,3.62,0.64,2.64
758519570375246396,60.0,12.33,86.33,0.0,0.0,0.0
4532364565858360313,56.38,22.02,158.79,3.62,1.98,9.21
3828361964081888905,54.72,8.83,77.25,5.28,0.67,2.75
4824054251223092074,56.38,9.19,79.33,3.62,0.81,4.67
2200912934182660929,60.0,18.00,124.58,0.0,0.0,1.42
9041196746080750817,56.37,9.36,70.36,3.63,0.64,2.64
4256510898731185404,60.0,8.67,61.17,0.0,0.0,0.0
8258804424046746943,60.0,10.75,75.25,0.0,0.0,0.0
2584654880871327108,60.0,12.50,87.50,0.0,0.0,0.0
9005010624811713677,60.0,14.23,99.90,0.0,0.0,0.0
7973756334934885008,54.92,11.17,80.75,5.08,0.83,3.25
5815857918734483151,54.82,11.16,80.75,5.18,0.84,3.25
6592481242907585984,60.0,8.50,75.00,0.0,0.0,0.0
6922065097784044235,51.35,9.16,67.00,8.65,0.59,2.25
4078118240687715841,51.35,11.25,81.00,8.65,0.75,3.0
947526909755685902,60.0,14.00,98.00,0.0,0.0,0.0
6378020571546194985,60.0,10.50,89.00,0.0,0.0,0.0
688945763916345583,56.35,8.02,89.61,3.65,0.48,2.89
7102474576172279500,60.0,7.90,55.46,0.0,0.08,0.42
4058372303511943342,60.0,12.00,81.00,0.0,0.0,0.0
7103860531887514790,60.0,12.50,87.50,0.0,0.0,0.0
8575986176853704281,60.0,9.00,63.00,0.0,0.0,0.0
4527588900321720963,60.0,14.00,96.00,0.0,0.0,0.0
6084591635007614356,56.33,14.36,102.36,3.67,0.64,2.64
3963533944148681948,60.0,16.00,110.00,0.0,0.0,0.0
1417699934190929327,54.83,10.33,86.16,5.17,0.67,2.84
1036774495338293873,60.0,6.58,63.92,0.0,0.42,2.08
3451175311523309727,60.0,12.50,87.50,0.0,0.0,0.0
5117730931847861959,60.0,17.48,122.38,0.0,0.0,0.0
3199870813060142219,60.0,5.00,35.00,0.0,0.0,0.0
2649391977742780890,60.0,24.00,168.00,0.0,0.0,0.0
4020811546574927673,60.0,9.00,76.00,0.0,0.0,0.0
6286024264380834065,56.32,11.77,84.47,3.68,0.73,3.03
8445584089127791703,60.0,10.75,75.75,0.0,0.0,0.0
3956998170701080399,60.0,16.00,116.00,0.0,0.0,0.0
3117164697916240620,56.32,11.94,85.86,3.68,1.06,5.14
2287987786319356775,60.0,10.00,71.00,0.0,0.0,0.0
7723884607359037576,56.3,22.02,158.86,3.7,1.98,9.14
3866509058523570640,60.0,10.75,75.25,0.0,0.0,0.0
2960297822790286171,56.3,11.02,86.66,3.7,0.73,2.56
8311584108778811096,60.0,10.00,74.00,0.0,0.0,0.0
2832740061824230978,60.0,12.25,93.75,0.0,0.0,0.0
7932126062746926443,60.0,10.50,73.50,0.0,0.0,0.0
6188590221601335769,60.0,10.50,89.00,0.0,0.0,0.0
8473875410797030564,56.28,11.27,82.82,3.72,0.73,3.15
4301772298177454840,56.28,11.19,80.44,3.72,0.81,3.56
8266539737609356779,60.0,13.25,90.00,0.0,0.0,0.0
862682288742826882,60.0,5.50,41.33,0.0,0.25,0.92
3393753704630223393,60.0,15.50,102.92,0.0,0.0,0.08
5917427065332714193,60.0,7.00,83.00,0.0,0.0,0.0
7779502895940083278,60.0,24.00,168.00,0.0,0.0,0.0
2326915445284197100,51.28,11.24,80.91,8.72,0.76,3.09
6564629340829583022,60.0,9.50,81.00,0.0,0.0,0.0
2402081372257737337,60.0,18.48,129.38,0.0,0.0,0.0
5803417611846995039,60.0,7.00,49.00,0.0,0.0,0.0
9120820641756682904,60.0,9.00,63.00,0.0,0.0,0.0
27099145190781701,60.0,7.50,67.00,0.0,0.0,0.0
7570269368745353854,60.0,24.00,168.00,0.0,0.0,0.0
4961791508590082161,60.0,24.00,168.00,0.0,0.0,0.0
3991335037433588989,56.27,10.27,73.85,3.73,0.73,3.15
97178307441486002,60.0,24.00,87.50,0.0,0.0,0.0
9021704785002140475,60.0,24.00,87.50,0.0,0.0,0.0
4866400698986294569,60.0,16.00,116.00,0.0,0.0,0.0
2188533739814084330,60.0,24.00,130.00,0.0,0.0,0.0
1029401875370154802,60.0,4.50,50.00,0.0,0.0,0.0
2944380648688581321,60.0,14.50,98.00,0.0,0.0,0.0
8459315183241282081,60.0,4.50,50.00,0.0,0.0,0.0
2581306311641061569,60.0,4.58,56.00,0.0,0.17,2.0
5208546505245284858,51.230000000000004,9.66,69.91,8.77,0.84,3.59
9057817804841468747,60.0,12.00,84.00,0.0,0.0,0.0
7535412366097548723,60.0,15.00,95.98,0.0,0.0,0.0
5501223155082294021,60.0,11.42,81.08,0.0,0.58,2.92
1040732551176103056,60.0,12.00,81.00,0.0,0.0,0.0
7914174050416515275,60.0,14.25,105.50,0.0,0.0,0.0
7089229595496957470,60.0,9.50,80.75,0.0,0.0,0.0
7197782624768298303,60.0,4.58,55.92,0.0,0.17,2.08
5205242239608479462,56.22,22.02,158.85,3.78,1.98,9.15
5689538244033114150,56.22,22.02,158.92,3.78,1.98,9.08
422287243221341125,51.22,9.24,68.91,8.78,0.76,3.09
6885740106641037102,60.0,15.00,105.00,0.0,0.0,0.0
4738825005004186886,60.0,24.00,168.00,0.0,0.0,0.0
4912020775266070696,54.480000000000004,21.91,158.74,5.52,2.09,9.26
8347195385952259697,60.0,13.50,91.50,0.0,0.0,0.0
1425375976455079246,60.0,7.50,52.50,0.0,0.0,0.0
9035817083513681606,60.0,10.25,73.75,0.0,0.0,0.0
140579288388772065,60.0,7.17,50.17,0.0,0.0,0.0
7657989009899359664,60.0,10.50,75.50,0.0,0.0,0.0
7738281730897614275,60.0,10.50,72.50,0.0,0.0,0.0
496544642728879876,60.0,11.75,84.25,0.0,0.0,0.0
378275369516731770,60.0,6.98,61.33,0.0,0.0,0.0
6444547059071278233,60.0,24.00,168.00,0.0,0.0,0.0
5408110586917373335,56.2,14.02,101.44,3.8,0.98,3.56
4243420246305474977,60.0,14.23,75.43,0.0,0.0,0.0
3155203211548942138,60.0,17.50,118.50,0.0,0.0,0.0
